SM TRATORES LTDA;CNPJ: 02.367.369/0001-62;NIRE: 31205375095;
FILIAL: Todas;SINTÉTICA INICIAL: .  .  .  .  . .;SINTÉTICA FINAL: 9.99.99.99.99.9.;DATA: 25/09/2025 HORA: 11:08:02;
PERÍODO DE: 01/01/2023 A 31/01/2023;NÍVEL: 9  DIÁRIO:     0 INCLUI CONTAS INTEGRADAS?: Não;
BALANCETE MENSAL:  DA FILIAL UNAI;

Código;Descrição da conta;Saldo anterior;Débito;Crédito;Saldo atual;
1;ATIVO;164794552,14;181884033,07;-215834535,47;130844049,74;
1.01;ATIVO CIRCULANTE;125637700,22;127362309,76;-161346768,07;91653241,91;
1.01.01;CAIXA E EQUIVALENTES DE CAIXA;2245505,31;71740810,24;-71346340,64;2639974,91;
1.01.01.01;CAIXA E EQUIVALENTES DE CAIXA;5235,43;32927054,94;-32926037,23;6253,14;
129;CAIXA FILIAL (BRASILIA);2396,00;23040,00;-23146,00;2290,00;
910046;CAIXA FILIAL (CRISTALINA);489,15;61776,59;-62057,05;208,69;
906982;CAIXA FILIAL (FORMOSA);775,49;57092,18;-57383,78;483,89;
86;CAIXA MATRIZ (UNAI);1574,79;32785146,17;-32783450,40;3270,56;
1.01.01.02;BANCOS;204705,55;27776999,53;-27487908,90;493796,18;
902735;BANCO BRADESCO C/C 37277-3 - BSB;2206,84;0;-121,90;2084,94;
902725;BANCO BRADESCO S/A 7777-1;5806,11;91742,07;-83936,49;13611,69;
902728;BANCO BRADESCO S/A C/C 13171-7 (FUNDO);0;262368,50;-191199,09;71169,41;
902731;BANCO BRADESCO S/A C/C 242.216-6;179719,58;0;0;179719,58;
1522;BANCO DO BRASIL S/A 4699-X;0;27196143,61;-27196143,61;0;
902724;BANCO ITAU S/A AG: 1505 C/C 10666-4;13,39;1000,00;-65,79;947,60;
905393;BANCO SANTANDER CONTA 13 002899-2;13,26;0;0;13,26;
909323;CAIXA ECONOMICA FEDERAL C/C 00000075-6;0;6000,00;-420,13;5579,87;
902732;SICOOB CREDIUNAI;16946,37;219745,35;-16021,89;220669,83;
1.01.01.04;APLICACOES FINANCEIRAS;1981908,11;10362301,34;-10257940,08;2086269,37;
911836;APLICACOES BANCO BRASIL RENDE FACIL;1748217,02;10167670,13;-10257940,08;1657947,07;
905374;APLICACOES FUNDO CAPITALIZACAO REDE;233691,09;194631,21;0;428322,30;
1.01.01.05;BAIXAS FINANCEIRAS ENTRE FILIAIS;0;674454,43;-674454,43;0;
903264;TRANSFERENCIA DE NUMERARIOS;0;674454,43;-674454,43;0;
1.01.01.07;CREDITOS DE CLIENTES;53656,22;0;0;53656,22;
902747;CHEQUES A RECEBER;53656,22;0;0;53656,22;
1.01.02;CREDITOS - EXCLUIR;38350775,72;15904066,10;-21100108,38;33154733,44;
1.01.02.01;CLIENTES;32310147,08;15876589,39;-20986023,49;27200712,98;
1.01.02.02;CREDITOS;5363251,70;21994,85;-108603,03;5276643,52;
904857;CHEQUES A RECEBER;5152028,23;0;0;5152028,23;
904647;DEVOLUCOES DE COMPRAS;211223,47;21994,85;-108603,03;124615,29;
1.01.02.06;ADIANTAMENTOS;0;5481,86;-5481,86;0;
1.01.02.06.04;ADIANTAMENTOS INSS;0;5481,86;-5481,86;0;
902782;SALARIO FAMILIA;0;208,41;-208,41;0;
902783;SALARIO MATERNIDADE;0;5273,45;-5273,45;0;
1.01.02.08;OUTROS CREDITOS - EXCLUIR;677376,94;0;0;677376,94;
1.01.02.08.01;OUTROS CREDITOS - EXCLUIR;677376,94;0;0;677376,94;
902785;CONTAS A RECEBER;677376,94;0;0;677376,94;
1.01.03;ESTOQUES;48999493,23;37217104,59;-35127922,33;51088675,49;
1.01.03.01;ESTOQUES MASSEY;34826444,05;28231881,31;-27019370,60;36038954,76;
905208;COLHEITADEIRAS;3207899,15;7117405,49;-3422061,11;6903243,53;
909493;LUBRIFICANTES AGCO;1153855,07;93657,92;-219585,79;1027927,20;
905223;MASSEY SHOP;208214,26;3275,98;-20434,40;191055,84;
905210;PEÇAS;7074580,54;1175031,03;-1163312,16;7086299,41;
905234;PLANTADEIRAS;8456604,42;2048493,39;-3386204,83;7118892,98;
905209;PULVERIZADORES;2107968,45;2656301,10;-2656301,10;2107968,45;
905207;TRATORES NOVOS;12617322,16;15137716,40;-16151471,21;11603567,35;
1.01.03.02;ESTOQUE DE USADOS;3957500,00;4001800,00;-4016000,00;3943300,00;
905213;MAQUINAS;3957500,00;3986000,00;-4016000,00;3927500,00;
909490;PEÇAS;0;15800,00;0;15800,00;
1.01.03.03;ESTOQUE OUTRAS MARCAS;10053449,85;4892777,05;-4092551,73;10853675,17;
905212;IMPLEMENTOS;6266881,57;3963181,49;-3469954,96;6760108,10;
905216;LUBRIFICANTES;474084,35;94190,70;-46616,34;521658,71;
905211;PEÇAS;3145925,86;721765,40;-517640,88;3350050,38;
905219;PNEUS;166558,07;113639,46;-58339,55;221857,98;
1.01.03.04;OUTROS ESTOQUES;162099,33;90646,23;0;252745,56;
902793;COMPRAS DE ESTOQUE PARA RECEBIMENTO FUTURA;162099,33;90646,23;0;252745,56;
1.01.04;ADIANTAMENTOS;34499609,83;891204,68;-32064447,03;3326367,48;
1.01.04.01;ADIANTAMENTOS;34499609,83;891204,68;-32064447,03;3326367,48;
902047;ADIANTAMENTO DE FORNECEDORES;34466309,72;883215,84;-32052975,50;3296550,06;
902778;ADIANTAMENTO DE SALARIO;33300,11;7988,84;-11471,53;29817,42;
1.01.05;IMPOSTOS E CONTRIBUICOES A RECUPERAR;1490618,64;1609124,15;-1691647,50;1408095,29;
1.01.05.01;IMPOSTOS E CONTRIBUICOES A RECUPERAR;1490618,64;1609124,15;-1691647,50;1408095,29;
902772;COFINS A RECUPERAR;20383,02;71780,17;-92163,19;0;
905734;COFINS RETIDO NA FONTE;5201,58;55,69;0;5257,27;
902770;CSRF RETIDO NA FONTE;3049,23;18,56;0;3067,79;
902765;ICMS A RECUPERAR;1409273,79;1521590,97;-1579475,26;1351389,50;
902768;IRRF A RECUPERAR;26703,78;27,84;0;26731,62;
905447;IRRF S/ APLICACOES FINANCEIRAS;18936,33;55,06;0;18991,39;
902776;ISS A RECUPERAR;1518,21;0;0;1518,21;
902771;PIS A RECUPERAR;4425,26;15583,79;-20009,05;0;
905733;PIS RETIDO NA FONTE;1127,44;12,07;0;1139,51;
1.01.06;CREDITOS A RECEBER - PARTES RELACIONADAS;35395,30;0;0;35395,30;
1.01.06.01;CREDITOS A RECEBER - PARTES RELACIONADAS;35395,30;0;0;35395,30;
912462;CREDITOS A RECEBER - PARTES RELACIONADAS;35395,30;0;0;35395,30;
1.01.07;OUTROS CREDITOS;16302,19;0;-16302,19;0;
1.01.07.01;OUTROS CREDITOS;16302,19;0;-16302,19;0;
902790;CONSORCIO;16302,19;0;-16302,19;0;
1.02;NAO CIRCULANTE;39156851,92;97414,75;0;39254266,67;
1.02.01;REALIZAVEL A LONGO PRAZO;268259,80;0;0;268259,80;
1.02.01.02;APLICACOES FINANCEIRA DE LONGO PRAZO;268259,80;0;0;268259,80;
906094;BRASILPREV;120000,00;0;0;120000,00;
904246;COTAS DE CAPITAL SICOOB;148259,80;0;0;148259,80;
1.02.07;CUSTO DE AQUISICOES DE IMOBILIZADO;41054363,45;97414,75;0;41151778,20;
1.02.07.01;CUSTO DE AQUISICOES DE IMOBILIZADO;41054363,45;97414,75;0;41151778,20;
903016;BENFEITORIAS EM BENS DE TERCEIROS - BSB;567110,28;0;0;567110,28;
905259;COMPUTADORES E PERIFERICOS;486454,19;21594,12;0;508048,31;
902811;FERRAMENTAS;1770350,46;0;0;1770350,46;
902989;MAQUINAS E EQUIPAMENTOS;1461061,94;29507,63;0;1490569,57;
902945;MOVEIS E UTENSILIOS;962680,92;46313,00;0;1008993,92;
902869;VEICULOS;35806705,66;0;0;35806705,66;
1.02.08;(-) DEPRECIACOES ACUMULADAS;-2274760,14;0;0;-2274760,14;
1.02.08.01;(-) DEPRECIACOES ACUMULADAS;-2274760,14;0;0;-2274760,14;
902812;(-) DEPR. ACUMULADA - BENFEITORIAS TERC - MTZ;-481608,11;0;0;-481608,11;
905260;(-) DEPR. ACUMULADA COMPUTADORES E PERIF.;-164846,47;0;0;-164846,47;
902928;(-) DEPR. ACUMULADA  MOVEIS E UTENSILIOS;-102364,03;0;0;-102364,03;
902829;(-) DEPR. ACUMULADA VEICULOS;-1371455,79;0;0;-1371455,79;
902988;(-) DEPR. ACUMUMULADA MAQUINAS E EQUIPAMENTOS;-154485,74;0;0;-154485,74;
1.02.10;CUSTOS DE AQUISICOES DE INTANGIVEL;108988,81;0;0;108988,81;
1.02.10.01;CUSTOS DE AQUISICOES DE INTANGIVEIL;108988,81;0;0;108988,81;
903014;SOFTWARE ADQUIRIDOS;108988,81;0;0;108988,81;
1.80;CONTAS TEMPORARIAS;0;54424308,56;-54487767,40;-63458,84;
1.80.01;CONTAS TEMPORARIAS;0;54424308,56;-54487767,40;-63458,84;
15003;COMPRAS DISTRIBUIR;0;12905653,73;-12905653,73;0;
900130;DEVOLUCAO COMPRAS DISTRIBUIR;0;21994,85;-21994,85;0;
900131;DEVOLUCAO VENDAS DISTRIBUIR;0;3260712,33;-3260712,33;0;
901974;FRETES A DISTRIBUIR;0;42677,43;-42677,43;0;
913613;RESIDUOS A CONCILIAR;0;0;-63458,84;-63458,84;
903383;TRANSFERENCIA ENTRE FILIAIS A DISTRIBUIR;0;23335290,99;-23335290,99;0;
905283;TRANSFERENCIA INTERNA A DISTRIBUIR;0;25160,12;-25160,12;0;
15005;VENDAS DISTRIBUIR;0;14832819,11;-14832819,11;0;
2;PASSIVO;164794552,14;56425905,01;-23948348,18;132316995,31;
2.01;PASSIVO CIRCULANTE;141006140,69;56371685,74;-23948269,37;108582724,32;
2.01.01;FORNECEDORES;93985258,65;47813862,53;-14106506,92;60277903,04;
2.01.01.01;FORNECEDORES;93985258,65;47813862,53;-14106506,92;60277903,04;
2.01.02;OBRIGACOES FISCAIS A RECOLHER;141729,54;1876533,53;-1893239,77;158435,78;
2.01.02.01;IMPOSTOS E CONTRIBUICOES A  RECOLHER;141729,54;1876533,53;-1893239,77;158435,78;
903031;COFINS A RECOLHER;0;92163,27;-99142,23;6978,96;
905357;CSRF A RECOLHER;2666,86;2666,86;-451,03;451,03;
907611;DIFAL A RECOLHER SAIDA;978,55;1094,47;-3865,38;3749,46;
905246;GNRE ST A RECOLHER;0;5238,51;-5238,51;0;
903026;ICMS A RECOLHER;31926,92;1611402,18;-1631621,88;52146,62;
908847;ICMS ST GR A RECOLHER;279,17;38090,33;-38201,72;390,56;
903027;IRRF A RECOLHER;95147,84;95147,84;-83011,71;83011,71;
903028;ISS A RECOLHER;10238,40;10238,40;-10026,27;10026,27;
906585;ISS RETIDO A RECOLHER;491,80;482,00;-156,20;166,00;
903030;PIS A RECOLHER;0;20009,67;-21524,84;1515,17;
2.01.04;SALARIOS E OBRIGACOES SOCIAL A PAGAR;743892,02;708536,11;-722017,15;757373,06;
2.01.04.01;SALARIOS E OBRIGACOES;743892,02;708536,11;-722017,15;757373,06;
903025;FGTS A RECOLHER;56058,32;56058,32;-44430,97;44430,97;
903024;INSS A RECOLHER;193162,94;193162,94;-207574,11;207574,11;
903064;PRO-LABORE A PAGAR;110459,92;72459,92;-28091,28;66091,28;
903043;SALARIOS A PAGAR;384210,84;386854,93;-441920,79;439276,70;
2.01.06;OUTRAS OBRIGACOES A PAGAR;44511260,48;5972753,57;-7226505,53;45765012,44;
2.01.06.01;OUTRAS OBRIGACOES A PAGAR;44511260,48;5972753,57;-7226505,53;45765012,44;
903067;ADIANTAMENTO DE CLIENTES;43144347,65;1876708,00;-3728225,39;44995865,04;
905504;ALUGUEIS A PAGAR;244850,00;113213,08;-46368,72;178005,64;
911651;ANTECIPACAO DE CHEQUES - CAUSAO;5062290,01;0;0;5062290,01;
903070;DEPOSITOS BANCARIOS A IDENTIFICAR;48197,64;4909,64;0;43288,00;
904643;DEVOLUCOES DE VENDAS;1184844,19;3977922,85;-3260712,33;467633,67;
905373;FUNDO DE CAPITALIZACAO RECONTRIBUICAO;-5173269,01;0;-191199,09;-4982069,92;
2.01.09;VENDAS ANTECIPADAS;1624000,00;0;0;1624000,00;
2.01.09.01;VENDAS PARA ENTREGA FUTURA;1624000,00;0;0;1624000,00;
905221;VENDA ENTREGA FUTURA;1624000,00;0;0;1624000,00;
2.02;NAO CIRCULANTE;11068783,11;54140,46;0;11014642,65;
2.02.01;EXIGIVEL A LONGO PRAZO;11068783,11;54140,46;0;11014642,65;
2.02.01.01;EMPRESTIMOS BANCARIOS-LONGO PRAZO;9800000,00;0;0;9800000,00;
2.02.01.03;PARCELAMENTOS FISCAIS - LONGO PRAZO;1268783,11;54140,46;0;1214642,65;
909503;PARCELAMENTO ESPECIAIS E ORDINARIOS A RECOLHER;1268783,11;54140,46;0;1214642,65;
2.03;PATRIMONIO LIQUIDO;12719628,34;0;0;12719628,34;
2.03.01;CAPITAL SOCIAL;14500000,00;0;0;14500000,00;
2.03.01.01;CAPITAL SOCIAL;14500000,00;0;0;14500000,00;
903097;CAPITAL SOCIAL;9000000,00;0;0;9000000,00;
903829;CAPITAL SOCIAL - FILIAL BA;200000,00;0;0;200000,00;
903098;CAPITAL SOCIAL - FILIAL BSB;2900000,00;0;0;2900000,00;
910605;CAPITAL SOCIAL - FILIAL CRISTALINA;300000,00;0;0;300000,00;
906948;CAPITAL SOCIAL - FORMOSA - GO;2100000,00;0;0;2100000,00;
2.03.02;RESERVAS DE INCENTIVOS FISCAIS;14705185,93;0;0;14705185,93;
2.03.02.01;RESERVAS DE INCENTIVOS FISCAIS;14705185,93;0;0;14705185,93;
903102;RESERVAS DE CAPITAL;6200000,00;0;0;6200000,00;
911479;RESERVAS DE INCENTIVOS FISCAIS;8505185,93;0;0;8505185,93;
2.03.03;RESERVAS DE LUCROS;-16329045,34;0;0;-16329045,34;
2.03.03.01;RESERVAS DE LUCROS;-16329045,34;0;0;-16329045,34;
903107;LUCRO DO EXERCICIO;5873846,13;0;0;5873846,13;
903108;(-) PREJUIZO DO EXERCICIO;-22202891,47;0;0;-22202891,47;
2.03.04;AJUSTES DE EXERCICIOS ANTERIORES;-156512,25;0;0;-156512,25;
909498;AJUSTES DE EXERCÍCIOS ANTERIORES;-156512,25;0;0;-156512,25;
2.04;RESULTADO DO EXERCICIO;0;78,81;-78,81;0;
2.04.01;SALDO DO EXERCICIO;0;78,81;-78,81;0;
903109;RESULTADO DO EXERCICIO;0;78,81;-78,81;0;
3;CONTAS DE RESULTADOS;0;20083352,26;-18610406,69;-1472945,57;
3.01;RECEITA  OPERACIONAL;0;4114333,31;-15455056,05;11340722,74;
3.01.01;RECEITAS BRUTAS DE VENDAS;0;52500,00;-15317955,34;15265455,34;
3.01.01.01;RECEITAS COM VENDAS DE MERCADORIAS;0;52500,00;-14996922,13;14944422,13;
903113;VENDA DE COLHEITADEIRAS MASSEY;0;0;-2588400,00;2588400,00;
903119;VENDA DE IMPLEMENTOS NOVOS;0;0;-2152800,00;2152800,00;
903123;VENDA DE LUBRIFICANTES;0;0;-57046,50;57046,50;
909491;VENDA DE LUBRIFICANTES AGCO;0;0;-254058,64;254058,64;
903120;VENDA DE MAQUINAS USADOS;0;0;-2465000,00;2465000,00;
909531;VENDA DE PECAS EM GARANTIA;0;0;-386219,63;386219,63;
903115;VENDA DE PEÇAS MASSEY;0;0;-1156262,47;1156262,47;
903117;VENDA DE PEÇAS OUTRAS;0;0;-343515,25;343515,25;
905235;VENDA DE PLANTADEIRAS;0;0;-881444,00;881444,00;
903124;VENDA DE PNEUS;0;0;-29416,83;29416,83;
903112;VENDA DE TRATORES MASSEY;0;52500,00;-4661250,00;4608750,00;
903125;VENDA MASSEY SHOP;0;0;-21508,81;21508,81;
3.01.01.02;RECEITAS COM VENDAS DE SERVIÇOS;0;0;-321033,21;321033,21;
903116;RECEITA DE COMISSOES C/ VENDAS DIRETA;0;0;-2166,70;2166,70;
903114;RECEITA DE SERVICOS;0;0;-272449,91;272449,91;
903243;VENDA DE SERVICOS EM GARANTIA;0;0;-46416,60;46416,60;
3.01.02;DEDUCOES DAS RECEITAS DE VENDAS;0;4061833,31;-137100,71;-3924732,60;
3.01.02.01;IMPOSTOS S/ VENDAS E SERVICOS;0;801120,98;-137100,71;-664020,27;
903129;COFINS S/FATURAMENTO;0;98079,04;-1062,23;-97016,81;
908846;DESPESA COM ICMS-ST;0;4148,31;0;-4148,31;
903127;DESPESA COM ISS;0;10182,47;0;-10182,47;
903126;DESPESAS COM ICMS;0;667417,15;-135807,27;-531609,88;
903128;PIS S/ FATURAMENTO;0;21294,01;-231,21;-21062,80;
3.01.02.02;DEVOLUCOES DE VENDAS;0;3260712,33;0;-3260712,33;
903132;DEVOLUÇÕES DE VENDA AGCO;0;2601241,84;0;-2601241,84;
903130;DEVOLUCOES DE VENDAS;0;659470,49;0;-659470,49;
3.01.99;RECEITA OPERACIONAL LIQUIDA;0;4114333,31;-15455056,05;11340722,74;
3.02;CUSTOS DAS VENDAS;0;12744913,82;-2903528,00;-9841385,82;
3.02.01;CUSTOS DAS VENDAS;0;12723650,79;-2503375,40;-10220275,39;
903150;CMV COLHEITADEIRAS NOVAS MASSEY;0;1737858,78;-1737858,78;0;
905608;CMV GARANTIAS AGCO;0;179163,13;0;-179163,13;
905218;CMV IMPLEMENTOS NOVOS;0;1675269,73;-450910,75;-1224358,98;
903152;CMV LUBRIFICANTES;0;43245,67;-2024,58;-41221,09;
909492;CMV LUBRIFICANTES AGCO;0;215353,71;-14114,87;-201238,84;
903153;CMV MAQUINAS USADAS;0;2468000,00;0;-2468000,00;
903158;CMV MASSEY SHOP;0;16626,26;-4567,96;-12058,30;
903149;CMV PEÇAS MASSEY;0;826198,24;-112681,38;-713516,86;
903151;CMV PEÇAS OUTRAS;0;387077,36;-181217,08;-205860,28;
905236;CMV PLANTADEIRAS;0;1342054,70;0;-1342054,70;
903157;CMV PNEUS;0;21739,55;0;-21739,55;
903147;CMV TRATORES NOVOS MASSEY;0;3811063,66;0;-3811063,66;
3.02.02;DEVOLUÇÕES DE COMPRAS;0;21263,03;-21994,85;731,82;
903146;(-) DEVOLUCOES DE COMPRAS PECAS;0;21263,03;-21994,85;731,82;
3.02.03;CUSTO SERVICO INTERNO;0;0;-378157,75;378157,75;
913259;(-) M.O RECUPERACAO DE CUSTOS SERV INTERNO;0;0;-378157,75;378157,75;
3.04;DESPESAS OPERACIONAIS;0;2966759,87;-64077,91;-2902681,96;
3.04.01;DESPESAS ADMINISTRATIVAS;0;1007052,78;-52810,00;-954242,78;
903206;ALOCACAO DE IMPRESSORA/COMPUTADORES;0;1835,70;0;-1835,70;
903192;ALUGUEIS E ARRENDAMENTOS;0;60359,50;0;-60359,50;
903200;ASSINATURAS, JORNAIS E REVISTAS;0;283,15;0;-283,15;
903204;ASSOCIACAO UNIMASSEY;0;25255,12;0;-25255,12;
903186;COMBUSTIVEIS;0;71092,96;0;-71092,96;
903217;CONFRATERNIZACAO;0;67551,89;0;-67551,89;
