SM TRATORES LTDA;CNPJ: 02.367.369/0001-62;NIRE: 31205375095;
FILIAL: Todas;SINTÉTICA INICIAL: .  .  .  .  . .;SINTÉTICA FINAL: 9.99.99.99.99.9.;DATA: 25/09/2025 HORA: 11:24:53;
PERÍODO DE: 01/02/2022 A 28/02/2022;NÍVEL: 9  DIÁRIO:     0 INCLUI CONTAS INTEGRADAS?: Não;
BALANCETE MENSAL:  DA FILIAL UNAI;

Código;Descrição da conta;Saldo anterior;Débito;Crédito;Saldo atual;
1;ATIVO;43014365,72;72102276,94;-64814877,41;50301765,25;
1.01;ATIVO CIRCULANTE;36337530,95;46350582,45;-39073830,52;43614282,88;
1.01.01;CAIXA E EQUIVALENTES DE CAIXA;1843834,39;18693934,39;-19676973,49;860795,29;
1.01.01.01;CAIXA E EQUIVALENTES DE CAIXA;21681,49;2103755,84;-2030185,24;95252,09;
910046;CAIXA FILIAL (CRISTALINA);3076,60;7892,00;-9771,53;1197,07;
906982;CAIXA FILIAL (FORMOSA);4475,78;7610,04;-8002,27;4083,55;
86;CAIXA MATRIZ (UNAI);14129,11;2088253,80;-2012411,44;89971,47;
1.01.01.02;BANCOS;1510292,64;11953126,63;-13038574,48;424844,79;
902735;BANCO BRADESCO C/C 37277-3 - BSB;25930,09;0;-25119,15;810,94;
902725;BANCO BRADESCO S/A 7777-1;4432,05;7016,06;-8881,60;2566,51;
902728;BANCO BRADESCO S/A C/C 13171-7 (FUNDO);1230000,00;2410224,43;-3402569,00;237655,43;
902731;BANCO BRADESCO S/A C/C 242.216-6;179719,58;0;0;179719,58;
1522;BANCO DO BRASIL S/A 4699-X;0;9387835,99;-9387835,99;0;
902724;BANCO ITAU S/A AG: 1505 C/C 10666-4;236,34;0;-160,40;75,94;
905393;BANCO SANTANDER CONTA 13 002899-2;38,92;100100,00;-100120,00;18,92;
909323;CAIXA ECONOMICA FEDERAL C/C 00000075-6;13564,01;26494,32;-36059,45;3998,88;
902732;SICOOB CREDIUNAI;56371,65;21455,83;-77828,89;-1,41;
1.01.01.04;APLICACOES FINANCEIRAS;258205,77;4606541,92;-4577703,77;287043,92;
902742;APLICACOES BANCO BRASIL C/C 7751-8;176761,40;2924394,73;-2643385,60;457770,53;
905374;APLICACOES FUNDO CAPITALIZACAO REDE;81444,37;1682147,19;-1934318,17;-170726,61;
1.01.01.05;BAIXAS FINANCEIRAS ENTRE FILIAIS;0;510,00;-510,00;0;
903264;TRANSFERENCIA DE NUMERARIOS;0;510,00;-510,00;0;
1.01.01.07;CREDITOS DE CLIENTES;53654,49;30000,00;-30000,00;53654,49;
902748;CARTAO DE DEBITO/CREDITO;-1,73;30000,00;-30000,00;-1,73;
902747;CHEQUES A RECEBER;53656,22;0;0;53656,22;
1.01.02;CREDITOS - EXCLUIR;14578828,23;10358657,34;-5532849,04;19404636,53;
1.01.02.01;CLIENTES;13536847,56;8816052,78;-5458339,07;16894561,27;
1.01.02.02;CREDITOS;364603,73;1538007,81;-69913,22;1832698,32;
904857;CHEQUES A RECEBER;323738,22;1525000,01;-66000,00;1782738,23;
