SM TRATORES LTDA;CNPJ: 02.367.369/0001-62;NIRE: 31205375095;
FILIAL: Todas;SINTÉTICA INICIAL: .  .  .  .  . .;SINTÉTICA FINAL: 9.99.99.99.99.9.;DATA: 25/09/2025 HORA: 11:09:22;
PERÍODO DE: 01/03/2023 A 31/03/2023;NÍVEL: 9  DIÁRIO:     0 INCLUI CONTAS INTEGRADAS?: Não;
BALANCETE MENSAL:  DA FILIAL UNAI;

Código;Descrição da conta;Saldo anterior;Débito;Crédito;Saldo atual;
1;ATIVO;138041185,38;174242869,00;-173577235,96;138706818,42;
1.01;ATIVO CIRCULANTE;98842800,99;106501483,36;-105956938,47;99387345,88;
1.01.01;CAIXA E EQUIVALENTES DE CAIXA;1549788,71;39644822,97;-36589427,99;4605183,69;
1.01.01.01;CAIXA E EQUIVALENTES DE CAIXA;13772,84;3024107,38;-3028109,90;9770,32;
129;CAIXA FILIAL (BRASILIA);1668,20;15918,50;-14913,50;2673,20;
910046;CAIXA FILIAL (CRISTALINA);2642,28;33277,01;-35088,80;830,49;
906982;CAIXA FILIAL (FORMOSA);1169,29;138893,31;-138761,97;1300,63;
86;CAIXA MATRIZ (UNAI);8293,07;2836018,56;-2839345,63;4966,00;
1.01.01.02;BANCOS;257459,20;23918543,40;-23687752,05;488250,55;
902735;BANCO BRADESCO C/C 37277-3 - BSB;1963,04;0;-121,90;1841,14;
902725;BANCO BRADESCO S/A 7777-1;5099,32;64120,01;-67862,41;1356,92;
902728;BANCO BRADESCO S/A C/C 13171-7 (FUNDO);0;2869639,65;-2582548,72;287090,93;
902731;BANCO BRADESCO S/A C/C 242.216-6;179719,58;0;0;179719,58;
1522;BANCO DO BRASIL S/A 4699-X;-0,01;20981919,74;-20981919,73;0;
902724;BANCO ITAU S/A AG: 1505 C/C 10666-4;58772,70;0;-50172,40;8600,30;
905393;BANCO SANTANDER CONTA 13 002899-2;13,26;0;0;13,26;
909323;CAIXA ECONOMICA FEDERAL C/C 00000075-6;5438,37;0;-105,00;5333,37;
902732;SICOOB CREDIUNAI;6452,94;2864,00;-5021,89;4295,05;
1.01.01.04;APLICACOES FINANCEIRAS;1224900,45;9752623,06;-6924016,91;4053506,60;
911836;APLICACOES BANCO BRASIL RENDE FACIL;1080419,61;8436545,98;-5651411,52;3865554,07;
905374;APLICACOES FUNDO CAPITALIZACAO REDE;144480,84;1316077,08;-1272605,39;187952,53;
1.01.01.05;BAIXAS FINANCEIRAS ENTRE FILIAIS;0;2947449,13;-2947449,13;0;
903264;TRANSFERENCIA DE NUMERARIOS;0;2947449,13;-2947449,13;0;
1.01.01.07;CREDITOS DE CLIENTES;53656,22;2100,00;-2100,00;53656,22;
902748;CARTAO DE DEBITO/CREDITO;0;2100,00;-2100,00;0;
902747;CHEQUES A RECEBER;53656,22;0;0;53656,22;
1.01.02;CREDITOS - EXCLUIR;32768959,88;25230386,62;-25292513,40;32706833,10;
1.01.02.01;CLIENTES;26790015,23;25215364,88;-25289001,14;26716378,97;
1.01.02.02;CREDITOS;5301567,71;14603,00;-3093,52;5313077,19;
904857;CHEQUES A RECEBER;5152028,23;0;0;5152028,23;
904647;DEVOLUCOES DE COMPRAS;149539,48;14603,00;-3093,52;161048,96;
1.01.02.06;ADIANTAMENTOS;0;418,74;-418,74;0;
1.01.02.06.04;ADIANTAMENTOS INSS;0;418,74;-418,74;0;
902782;SALARIO FAMILIA;0;418,74;-418,74;0;
1.01.02.08;OUTROS CREDITOS - EXCLUIR;677376,94;0;0;677376,94;
1.01.02.08.01;OUTROS CREDITOS - EXCLUIR;677376,94;0;0;677376,94;
902785;CONTAS A RECEBER;677376,94;0;0;677376,94;
1.01.03;ESTOQUES;59655183,65;38948008,83;-39443231,51;59159960,97;
1.01.03.01;ESTOQUES MASSEY;40823866,13;35536081,06;-33128671,04;43231276,15;
905208;COLHEITADEIRAS;6903243,53;9407373,49;-11139036,14;5171580,88;
909493;LUBRIFICANTES AGCO;878885,32;140600,70;-347530,60;671955,42;
905223;MASSEY SHOP;183625,37;4124,56;-26918,89;160831,04;
905210;PEÇAS;7232726,96;1665005,24;-1604981,73;7292750,47;
905234;PLANTADEIRAS;8459587,87;2830592,00;-6448987,40;4841192,47;
905209;PULVERIZADORES;2107968,45;0;0;2107968,45;
905207;TRATORES NOVOS;15057828,63;21488385,07;-13561216,28;22984997,42;
1.01.03.02;ESTOQUE DE USADOS;5907500,00;870042,74;-2970015,52;3807527,22;
905213;MAQUINAS;5907500,00;870000,00;-2970000,00;3807500,00;
909490;PEÇAS;0;42,74;-15,52;27,22;
1.01.03.03;ESTOQUE OUTRAS MARCAS;12749927,43;2535210,10;-3331118,51;11954019,02;
905212;IMPLEMENTOS;8692467,89;1949448,07;-2421081,94;8220834,02;
905216;LUBRIFICANTES;494126,75;57004,06;-62373,65;488757,16;
905211;PEÇAS;3319226,00;515004,38;-733523,46;3100706,92;
905219;PNEUS;244106,79;13753,59;-114139,46;143720,92;
1.01.03.04;OUTROS ESTOQUES;173890,09;6674,93;-13426,44;167138,58;
902793;COMPRAS DE ESTOQUE PARA RECEBIMENTO FUTURA;173890,09;6674,93;-13426,44;167138,58;
1.01.04;ADIANTAMENTOS;3278268,09;333759,73;-2174471,91;1437555,91;
1.01.04.01;ADIANTAMENTOS;3278268,09;333759,73;-2174471,91;1437555,91;
902047;ADIANTAMENTO DE FORNECEDORES;3255025,14;333503,70;-2165010,03;1423518,81;
902778;ADIANTAMENTO DE SALARIO;23242,95;256,03;-9461,88;14037,10;
1.01.05;IMPOSTOS E CONTRIBUICOES A RECUPERAR;1555205,36;2344505,21;-2457293,66;1442416,91;
1.01.05.01;IMPOSTOS E CONTRIBUICOES A RECUPERAR;1555205,36;2344505,21;-2457293,66;1442416,91;
902772;COFINS A RECUPERAR;0;95767,35;-95767,35;0;
905734;COFINS RETIDO NA FONTE;5317,04;35,80;0;5352,84;
902770;CSRF RETIDO NA FONTE;3087,71;11,93;0;3099,64;
902765;ICMS A RECUPERAR;1496818,13;2227574,59;-2340734,59;1383658,13;
902768;IRRF A RECUPERAR;26783,99;31,69;0;26815,68;
905447;IRRF S/ APLICACOES FINANCEIRAS;20527,82;284,37;0;20812,19;
902776;ISS A RECUPERAR;1518,21;0;0;1518,21;
902771;PIS A RECUPERAR;0;20791,72;-20791,72;0;
