SM TRATORES LTDA;CNPJ: 02.367.369/0001-62;NIRE: 31205375095;
FILIAL: Todas;SINTÉTICA INICIAL: .  .  .  .  . .;SINTÉTICA FINAL: 9.99.99.99.99.9.;DATA: 25/09/2025 HORA: 11:00:05;
PERÍODO DE: 01/03/2022 A 31/03/2022;NÍVEL: 9  DIÁRIO:     0 INCLUI CONTAS INTEGRADAS?: Não;
BALANCETE MENSAL:  DA FILIAL UNAI;

Código;Descrição da conta;Saldo anterior;Débito;Crédito;Saldo atual;
1;ATIVO;50301765,25;139393402,10;-119821086,54;69874080,81;
1.01;ATIVO CIRCULANTE;43614282,88;90696304,40;-71284915,62;63025671,66;
1.01.01;CAIXA E EQUIVALENTES DE CAIXA;860795,29;40763581,38;-29428401,60;12195975,07;
1.01.01.01;CAIXA E EQUIVALENTES DE CAIXA;95252,09;237936,46;-322970,02;10218,53;
910046;CAIXA FILIAL (CRISTALINA);1197,07;310,00;-473,00;1034,07;
906982;CAIXA FILIAL (FORMOSA);4083,55;23418,17;-22413,82;5087,90;
86;CAIXA MATRIZ (UNAI);89971,47;214208,29;-300083,20;4096,56;
1.01.01.02;BANCOS;424844,79;23201007,18;-23118105,27;507746,70;
902735;BANCO BRADESCO C/C 37277-3 - BSB;810,94;0;-108,10;702,84;
902725;BANCO BRADESCO S/A 7777-1;2566,51;9000,00;-11489,33;77,18;
902728;BANCO BRADESCO S/A C/C 13171-7 (FUNDO);237655,43;537797,91;-565033,55;210419,79;
902731;BANCO BRADESCO S/A C/C 242.216-6;179719,58;0;0;179719,58;
1522;BANCO DO BRASIL S/A 4699-X;0;22380050,96;-22380050,96;0;
902724;BANCO ITAU S/A AG: 1505 C/C 10666-4;75,94;483,00;-160,40;398,54;
905393;BANCO SANTANDER CONTA 13 002899-2;18,92;102800,00;-102777,68;41,24;
909323;CAIXA ECONOMICA FEDERAL C/C 00000075-6;3998,88;38658,76;-6456,35;36201,29;
902732;SICOOB CREDIUNAI;-1,41;132216,55;-52028,90;80186,24;
1.01.01.04;APLICACOES FINANCEIRAS;287043,92;14032029,18;-2694784,45;11624288,65;
902742;APLICACOES BANCO BRASIL C/C 7751-8;457770,53;13681207,78;-2479161,49;11659816,82;
905374;APLICACOES FUNDO CAPITALIZACAO REDE;-170726,61;350821,40;-215622,96;-35528,17;
1.01.01.05;BAIXAS FINANCEIRAS ENTRE FILIAIS;0;3292541,86;-3292541,86;0;
903264;TRANSFERENCIA DE NUMERARIOS;0;3292541,86;-3292541,86;0;
1.01.01.07;CREDITOS DE CLIENTES;53654,49;66,70;0;53721,19;
902748;CARTAO DE DEBITO/CREDITO;-1,73;66,70;0;64,97;
902747;CHEQUES A RECEBER;53656,22;0;0;53656,22;
1.01.02;CREDITOS - EXCLUIR;19404636,53;22426420,45;-9319882,49;32511174,49;
1.01.02.01;CLIENTES;16894561,27;22251322,99;-9293835,25;29852049,01;
