SM TRATORES LTDA;CNPJ: 02.367.369/0001-62;NIRE: 31205375095;
FILIAL: Todas;SINTÉTICA INICIAL: .  .  .  .  . .;SINTÉTICA FINAL: 9.99.99.99.99.9.;DATA: 25/09/2025 HORA: 11:03:51;
PERÍODO DE: 01/07/2022 A 31/07/2022;NÍVEL: 9  DIÁRIO:     0 INCLUI CONTAS INTEGRADAS?: Não;
BALANCETE MENSAL:  DA FILIAL UNAI;

Código;Descrição da conta;Saldo anterior;Débito;Crédito;Saldo atual;
1;ATIVO;72573865,40;67810792,97;-66867752,10;73516906,27;
1.01;ATIVO CIRCULANTE;65252134,45;47500171,04;-46789942,77;65962362,72;
1.01.01;CAIXA E EQUIVALENTES DE CAIXA;2141163,40;22980190,75;-20297214,24;4824139,91;
1.01.01.01;CAIXA E EQUIVALENTES DE CAIXA;13986,80;98796,13;-97784,36;14998,57;
910046;CAIXA FILIAL (CRISTALINA);424,68;5007,77;-4173,77;1258,68;
906982;CAIXA FILIAL (FORMOSA);4235,03;68521,22;-69132,84;3623,41;
86;CAIXA MATRIZ (UNAI);9327,09;25267,14;-24477,75;10116,48;
1.01.01.02;BANCOS;1020555,63;15883188,30;-16509388,64;394355,29;
902735;BANCO BRADESCO C/C 37277-3 - BSB;369,44;0;-117,20;252,24;
902725;BANCO BRADESCO S/A 7777-1;2231,47;70000,00;-71208,35;1023,12;
902728;BANCO BRADESCO S/A C/C 13171-7 (FUNDO);256364,26;618677,12;-664621,59;210419,79;
902731;BANCO BRADESCO S/A C/C 242.216-6;179719,58;0;0;179719,58;
1522;BANCO DO BRASIL S/A 4699-X;1951,73;14856444,18;-14856444,18;1951,73;
902724;BANCO ITAU S/A AG: 1505 C/C 10666-4;59914,84;0;-59468,98;445,86;
905393;BANCO SANTANDER CONTA 13 002899-2;13,26;0;0;13,26;
909323;CAIXA ECONOMICA FEDERAL C/C 00000075-6;190526,84;0;-190506,45;20,39;
902732;SICOOB CREDIUNAI;329464,21;338067,00;-667021,89;509,32;
1.01.01.04;APLICACOES FINANCEIRAS;1064146,48;6994256,32;-3685949,64;4372453,16;
911836;APLICACOES BANCO BRASIL RENDE FACIL;1268859,35;6332362,88;-3678766,83;3922455,40;
905374;APLICACOES FUNDO CAPITALIZACAO REDE;-204712,87;661893,44;-7182,81;449997,76;
1.01.01.07;CREDITOS DE CLIENTES;42474,49;3950,00;-4091,60;42332,89;
902748;CARTAO DE DEBITO/CREDITO;-11181,73;3950,00;-4091,60;-11323,33;
902747;CHEQUES A RECEBER;53656,22;0;0;53656,22;
1.01.02;CREDITOS - EXCLUIR;32716852,55;13682777,15;-11590812,46;34808817,24;
1.01.02.01;CLIENTES;26769089,74;13663976,91;-11590424,16;28842642,49;
1.01.02.02;CREDITOS;5270385,87;18411,94;0;5288797,81;
904857;CHEQUES A RECEBER;5177528,23;0;0;5177528,23;
904647;DEVOLUCOES DE COMPRAS;92857,64;18411,94;0;111269,58;
1.01.02.06;ADIANTAMENTOS;0;388,30;-388,30;0;
1.01.02.06.04;ADIANTAMENTOS INSS;0;388,30;-388,30;0;
