SM TRATORES LTDA;CNPJ: 02.367.369/0001-62;NIRE: 31205375095;
FILIAL: Todas;SINTÉTICA INICIAL: .  .  .  .  . .;SINTÉTICA FINAL: 9.99.99.99.99.9.;DATA: 25/09/2025 HORA: 11:12:51;
PERÍODO DE: 01/08/2023 A 31/08/2023;NÍVEL: 9  DIÁRIO:     0 INCLUI CONTAS INTEGRADAS?: Não;
BALANCETE MENSAL:  DA FILIAL UNAI;

Código;Descrição da conta;Saldo anterior;Débito;Crédito;Saldo atual;
1;ATIVO;172008452,43;165723674,64;-165511275,38;172220851,69;
1.01;ATIVO CIRCULANTE;131941473,62;99262550,49;-99943225,97;131260798,14;
1.01.01;CAIXA E EQUIVALENTES DE CAIXA;883671,02;34194838,35;-31925257,79;3153251,58;
1.01.01.01;CAIXA E EQUIVALENTES DE CAIXA;11993,49;305943,23;-310133,11;7803,61;
129;CAIXA FILIAL (BRASILIA);1214,20;73610,18;-73770,16;1054,22;
910046;CAIXA FILIAL (CRISTALINA);1957,37;46546,76;-47448,43;1055,70;
906982;CAIXA FILIAL (FORMOSA);2181,65;64633,53;-64870,93;1944,25;
86;CAIXA MATRIZ (UNAI);6640,27;121152,76;-124043,59;3749,44;
1.01.01.02;BANCOS;227654,94;24380080,28;-23936989,92;670745,30;
902735;BANCO BRADESCO C/C 37277-3 - BSB;744,34;0;-126,50;617,84;
902725;BANCO BRADESCO S/A 7777-1;858,54;425030,00;-425886,29;2,25;
902728;BANCO BRADESCO S/A C/C 13171-7 (FUNDO);39245,42;1012418,53;-1051663,95;0;
902731;BANCO BRADESCO S/A C/C 242.216-6;179719,58;0;0;179719,58;
1522;BANCO DO BRASIL S/A 4699-X;0;22152071,18;-22152071,18;0;
902724;BANCO ITAU S/A AG: 1505 C/C 10666-4;184,97;490000,00;-172,40;490012,57;
905393;BANCO SANTANDER CONTA 13 002899-2;0;366,00;-303,00;63,00;
909323;CAIXA ECONOMICA FEDERAL C/C 00000075-6;0,90;57250,00;-57244,71;6,19;
902732;SICOOB CREDIUNAI;6901,19;242944,57;-249521,89;323,87;
1.01.01.04;APLICACOES FINANCEIRAS;590366,37;8233314,19;-6402634,11;2421046,45;
911836;APLICACOES BANCO BRASIL RENDE FACIL;158238,36;7176198,71;-6402618,11;931818,96;
905396;APLICACOES BANCO SANTANDER CONTAMAX;83,29;0,02;-16,00;67,31;
905374;APLICACOES FUNDO CAPITALIZACAO REDE;432044,72;1057115,46;0;1489160,18;
1.01.01.05;BAIXAS FINANCEIRAS ENTRE FILIAIS;0;1275500,65;-1275500,65;0;
903264;TRANSFERENCIA DE NUMERARIOS;0;1275500,65;-1275500,65;0;
1.01.01.07;CREDITOS DE CLIENTES;53656,22;0;0;53656,22;
902747;CHEQUES A RECEBER;53656,22;0;0;53656,22;
1.01.02;CREDITOS - EXCLUIR;50636562,77;24979321,07;-23394410,32;52221473,52;
1.01.02.01;CLIENTES;48036322,51;24963940,78;-23342980,21;49657283,08;
1.01.02.02;CREDITOS;1922863,32;15304,52;-51354,34;1886813,50;
904857;CHEQUES A RECEBER;1604738,23;0;0;1604738,23;
904647;DEVOLUCOES DE COMPRAS;318125,09;15304,52;-51354,34;282075,27;
1.01.02.06;ADIANTAMENTOS;0;75,77;-75,77;0;
1.01.02.06.04;ADIANTAMENTOS INSS;0;75,77;-75,77;0;
902782;SALARIO FAMILIA;0;75,77;-75,77;0;
